iter	RMSE
491	0.0764136404
492	0.07641332755
493	0.07641246299
494	0.07641201158
495	0.07641147875
496	0.07641083943
497	0.07640999168
498	0.07640935346
499	0.07640901476
500	0.07640810154
501	0.07640759648
502	0.07640731517
503	0.07640672767
504	0.07640614603
505	0.07640524474
506	0.07640484825
507	0.07640434161
508	0.07640381136
509	0.07640318579
510	0.07640263467
511	0.07640213052
512	0.07640152029
513	0.07640102531
514	0.07640040517
515	0.07639981101
516	0.07639941475
517	0.07639870826
518	0.07639819676
519	0.07639773772
520	0.076397356
521	0.07639674485
522	0.07639606017
523	0.0763956549
524	0.07639525045
525	0.07639442867
526	0.07639346435
527	0.07639305808
528	0.07639244276
529	0.07639183467
530	0.07639140551
531	0.07639085307
532	0.07639024696
533	0.07638987626
534	0.0763893044
535	0.0763886392
536	0.0763882057
537	0.07638758164
538	0.07638717677
539	0.07638679718
540	0.07638620533
541	0.07638569416
542	0.07638528523
543	0.07638464433
544	0.07638420108
545	0.07638366642
546	0.07638335903
547	0.07638301051
548	0.07638255646
549	0.07638195181
550	0.07638156794
551	0.07638121113
552	0.07638088057
553	0.07638049672
554	0.07637968133
555	0.0763788078
556	0.07637843837
557	0.07637783989
558	0.0763774634
559	0.07637676172
560	0.07637649993
561	0.07637611413
562	0.07637545257
563	0.07637463123
564	0.07637394602
565	0.07637345945
566	0.07637301182
567	0.07637274016
568	0.07637228795
569	0.07637177832
570	0.0763713695
571	0.07637063582
572	0.07637021309
573	0.0763693346
574	0.07636872249
575	0.07636805034
576	0.07636762598
577	0.07636729897
578	0.07636680827
579	0.0763663498
580	0.07636567491
581	0.07636527017
582	0.07636474594
583	0.07636438561
584	0.07636399198
585	0.07636326111
586	0.07636291038
587	0.07636247792
588	0.07636171446
589	0.07636101448
590	0.07636059317
591	0.07636018528
592	0.07635962609
593	0.07635906927
594	0.0763587435
595	0.07635831445
596	0.07635804237
597	0.07635764571
598	0.07635724601
599	0.07635684068
600	0.07635620558
601	0.076355825
602	0.07635514658
603	0.07635454477
604	0.07635404906
605	0.07635354859
606	0.07635305369
607	0.07635276379
608	0.07635205514
609	0.07635145713
610	0.07635113855
611	0.07635066794
612	0.07635016138
613	0.07634940311
614	0.07634850695
615	0.07634812319
616	0.07634752651
617	0.07634717494
618	0.07634677976
619	0.07634614102
620	0.07634557024
621	0.07634503753
622	0.07634469736
623	0.07634421055
624	0.07634372858
625	0.07634345137
626	0.07634289096
627	0.07634200656
628	0.07634126764
629	0.07634065323
630	0.07634024477
631	0.07633983536
632	0.07633938756
633	0.07633887148
634	0.07633832871
635	0.07633763581
636	0.07633697757
637	0.07633613339
638	0.07633551751
639	0.07633503253
640	0.07633461471
641	0.07633423818
642	0.07633341849
643	0.07633274839
644	0.07633220324
645	0.07633183119
646	0.0763313928
647	0.07633093521
648	0.07633054902
649	0.07633013101
650	0.07632955748
651	0.07632928946
652	0.07632894066
653	0.07632859343
654	0.07632809959
655	0.07632766217
656	0.07632728063
657	0.07632680739
658	0.07632638689
659	0.07632593009
660	0.0763255502
661	0.07632518528
662	0.07632473046
663	0.07632428572
664	0.07632388866
665	0.07632325998
666	0.07632274245
667	0.07632247598
668	0.07632202941
669	0.07632171171
670	0.07632145009
671	0.07632117299
672	0.07632064878
673	0.07632028538
674	0.07631992181
675	0.07631947411
676	0.07631920848
677	0.07631881041
678	0.07631863389
679	0.07631831529
680	0.07631794346
681	0.07631767399
682	0.07631715856
683	0.07631684164
684	0.07631651267
685	0.07631578433
686	0.0763152255
687	0.07631477994
688	0.0763144734
689	0.07631415197
690	0.07631350245
691	0.07631319437
692	0.07631289976
693	0.07631259435
694	0.07631224441
695	0.07631193931
696	0.0763116478
697	0.07631136748
698	0.07631097637
699	0.07631070267
700	0.07631023389
701	0.07630994845
702	0.07630968458
703	0.07630924191
704	0.07630884479
705	0.07630829165
706	0.07630763256
707	0.07630733347
708	0.07630687874
709	0.07630654667
710	0.07630625979
711	0.07630582987
712	0.07630545269
713	0.07630503969
714	0.07630452462
715	0.07630408252
716	0.07630365484
717	0.07630304872
718	0.07630253064
719	0.07630205739
720	0.07630166495
721	0.07630137868
722	0.07630112643
723	0.07630064678
724	0.0763003436
725	0.07629988402
726	0.07629960401
727	0.07629915723
728	0.07629870536
729	0.07629842208
730	0.07629813765
731	0.076297763
732	0.07629750011
733	0.07629723672
734	0.07629691402
735	0.07629645699
736	0.07629603823
737	0.0762957446
738	0.07629543801
739	0.07629519045
740	0.07629492227
741	0.07629461415
742	0.07629432357
743	0.07629406386
744	0.07629362747
745	0.07629334972
746	0.07629304462
747	0.07629271
748	0.07629238168
749	0.07629202525
750	0.0762916977
751	0.07629135594
752	0.0762910164
753	0.07629071402
754	0.07629046886
755	0.07629003722
756	0.07628977981
757	0.07628943368
758	0.0762890409
759	0.0762887607
760	0.07628847847
761	0.07628817253
762	0.07628783973
763	0.07628742292
764	0.07628710485
765	0.07628688684
766	0.07628675606
767	0.07628619399
768	0.07628580607
769	0.07628549744
770	0.07628530835
771	0.07628507501
772	0.0762844697
773	0.07628409628
774	0.07628370031
775	0.07628333129
776	0.07628299968
777	0.07628273769
778	0.07628248931
779	0.07628220863
780	0.07628193244
781	0.07628167147
782	0.07628131893
783	0.07628093887
784	0.07628035029
785	0.07628010767
786	0.0762796472
787	0.07627937316
788	0.07627906202
789	0.0762788676
790	0.07627859513
791	0.07627827197
792	0.07627800413
793	0.07627774685
794	0.07627740441
795	0.07627715916
796	0.07627690207
797	0.07627662854
798	0.07627637739
799	0.07627599156
800	0.07627555837
801	0.07627519029
802	0.07627482666
803	0.07627455904
804	0.07627421984
805	0.07627367704
806	0.07627340743
807	0.07627316665
808	0.07627276042
809	0.07627251108
810	0.07627227032
811	0.07627194485
812	0.07627169659
813	0.07627130867
814	0.07627095141
815	0.0762707183
816	0.07627046009
817	0.07627027491
818	0.07627001043
819	0.07626977376
820	0.07626953241
821	0.07626922972
822	0.07626904662
823	0.07626876987
824	0.07626833258
825	0.07626796172
826	0.07626770763
827	0.0762674227
828	0.07626714467
829	0.07626678082
830	0.07626655913
831	0.07626628336
832	0.07626588621
833	0.07626553416
834	0.07626521491
835	0.07626494614
836	0.07626469267
837	0.07626439243
838	0.07626418126
839	0.07626396607
840	0.07626371436
841	0.07626336852
842	0.07626307402
843	0.07626275749
844	0.0762624575
845	0.07626222998
846	0.07626198821
847	0.07626165683
848	0.07626147533
849	0.07626127351
850	0.07626094794
851	0.07626061134
852	0.07626040847
853	0.07625988512
854	0.07625951119
855	0.07625921715
856	0.07625880528
857	0.07625829731
858	0.07625776857
859	0.07625754955
860	0.07625731906
861	0.07625710859
862	0.07625662336
863	0.07625619935
864	0.07625584927
865	0.0762556192
866	0.07625540786
867	0.07625503983
868	0.0762547384
869	0.07625438436
870	0.07625406843
871	0.07625385009
872	0.07625366527
873	0.07625342796
874	0.07625314429
875	0.07625288637
876	0.07625269269
877	0.0762522933
878	0.07625182514
879	0.07625147792
880	0.07625122667
881	0.07625097485
882	0.07625071291
883	0.07625046639
884	0.07625018287
885	0.07624992609
886	0.07624954022
887	0.07624936052
888	0.0762489253
889	0.07624868743
890	0.07624844415
891	0.07624811864
892	0.07624787227
893	0.07624755677
894	0.07624738092
895	0.07624710077
896	0.07624687454
897	0.07624660392
898	0.0762463855
899	0.07624594058
900	0.07624570106
901	0.07624548502
902	0.07624512412
903	0.07624472771
904	0.07624441913
905	0.07624416668
906	0.07624389617
907	0.07624361289
908	0.07624345099
909	0.07624301534
910	0.0762428178
911	0.07624253922
912	0.07624225022
913	0.07624179995
914	0.07624149428
915	0.07624122126
916	0.07624092229
917	0.07624054927
918	0.07624026425
919	0.07624007003
920	0.07623983155
921	0.07623963529
922	0.07623934982
923	0.07623905178
924	0.07623879233
925	0.07623853959
926	0.07623830245
927	0.0762380104
928	0.07623774526
929	0.07623748004
930	0.07623724749
931	0.07623699068
932	0.07623667228
933	0.07623635997
934	0.07623598612
935	0.07623579529
936	0.07623561992
937	0.0762353261
938	0.07623501134
939	0.07623478263
940	0.07623448046
941	0.07623423516
942	0.07623393419
943	0.07623350029
944	0.07623315841
945	0.07623293788
946	0.07623271516
947	0.07623211731
948	0.07623190432
949	0.07623158478
950	0.0762313257
951	0.07623102655
952	0.07623078399
953	0.07623049508
954	0.07623019479
955	0.0762299068
956	0.07622963674
957	0.07622944521
958	0.07622910061
959	0.07622893638
960	0.07622859048
961	0.07622795426
962	0.07622770157
963	0.0762274312
964	0.076227188
965	0.07622698795
966	0.0762266073
967	0.07622634045
968	0.0762260763
969	0.07622578479
970	0.07622526971
971	0.07622468611
972	0.07622432628
973	0.07622413215
974	0.07622395836
975	0.07622362992
976	0.07622337909
977	0.07622317845
978	0.07622290302
979	0.0762226332
980	0.07622246837
981	0.07622218131
982	0.07622193209
983	0.07622148
984	0.07622120838
985	0.07622093847
986	0.0762206987
987	0.07622038091
988	0.07622005054
989	0.07621982876
990	0.07621948083
991	0.07621905146
992	0.07621877827
993	0.07621839219
994	0.0762181345
995	0.07621783063
996	0.07621762898
997	0.07621725143
998	0.07621685684
999	0.07621641038
1000	0.07621604978
1001	0.07621569236
1002	0.07621537888
1003	0.07621512001
1004	0.07621491994
1005	0.07621475697
1006	0.07621451155
1007	0.07621432899
1008	0.07621411018
1009	0.07621391802
1010	0.07621362268
1011	0.07621340102
1012	0.07621308155
1013	0.0762129056
1014	0.07621260371
1015	0.07621232051
1016	0.07621204495
1017	0.0762118678
1018	0.07621159899
1019	0.07621130663
1020	0.07621103392
1021	0.07621073701
1022	0.07621048651
1023	0.07621023344
1024	0.07621005167
1025	0.07620978883
1026	0.07620958674
1027	0.07620917933
1028	0.07620899537
1029	0.07620858559
1030	0.07620810722
1031	0.07620787049
1032	0.07620768311
1033	0.07620745003
1034	0.07620716231
1035	0.07620690537
1036	0.076206714
1037	0.07620641618
1038	0.07620601694
1039	0.0762057701
1040	0.07620523644
1041	0.07620490712
1042	0.07620472642
1043	0.07620444214
1044	0.0762041979
1045	0.07620385236
1046	0.07620364966
1047	0.07620344088
1048	0.07620315629
1049	0.0762027649
1050	0.0762025571
1051	0.07620218303
1052	0.07620200113
1053	0.07620169808
1054	0.07620141614
1055	0.07620115215
1056	0.07620080587
1057	0.07620053993
1058	0.07620015522
1059	0.07619995962
1060	0.07619966833
1061	0.0761994365
1062	0.07619922229
1063	0.07619895882
1064	0.07619869551
1065	0.07619823886
1066	0.07619794958
1067	0.07619747772
1068	0.07619726587
1069	0.07619707495
1070	0.07619674821
1071	0.07619647535
1072	0.07619623312
1073	0.07619589514
1074	0.07619558726
1075	0.07619530221
1076	0.07619502769
1077	0.07619479913
1078	0.07619450074
1079	0.07619431115
1080	0.07619409585
1081	0.07619388242
1082	0.07619373982
1083	0.07619336169
1084	0.07619308898
1085	0.07619286402
1086	0.0761925802
1087	0.07619230705
1088	0.07619211876
1089	0.07619183005
1090	0.07619168951
1091	0.07619135867
1092	0.07619113441
1093	0.07619088369
1094	0.0761906923
1095	0.07619040048
1096	0.0761900616
1097	0.07618991602
1098	0.07618971707
1099	0.076189525
1100	0.07618938367
1101	0.07618921328
1102	0.07618896051
1103	0.07618849349
1104	0.07618816774
1105	0.07618794145
1106	0.07618772022
1107	0.0761875238
1108	0.07618731584
1109	0.07618712014
1110	0.07618691894
1111	0.07618666874
1112	0.07618644371
1113	0.07618611023
1114	0.07618590963
1115	0.07618565303
1116	0.07618516094
1117	0.07618493154
1118	0.07618471775
1119	0.07618444871
1120	0.07618425416
1121	0.07618405943
1122	0.07618380984
1123	0.07618364831
1124	0.07618326173
1125	0.07618310369
1126	0.07618285738
1127	0.07618257787
1128	0.07618246246
1129	0.07618227139
1130	0.07618210509
1131	0.07618187762
1132	0.07618165527
1133	0.07618140505
1134	0.07618119991
1135	0.07618102356
1136	0.07618065747
1137	0.07618048315
1138	0.07618030257
1139	0.07617995968
1140	0.07617959416
1141	0.07617941921
1142	0.07617919094
1143	0.07617901337
1144	0.07617874424
1145	0.07617863392
1146	0.07617843464
1147	0.07617799283
1148	0.076177808
1149	0.07617753724
1150	0.07617736387
1151	0.07617718128
1152	0.07617679012
1153	0.07617659672
1154	0.07617641493
1155	0.07617613268
1156	0.07617586443
1157	0.07617567071
1158	0.07617533559
1159	0.07617512914
1160	0.07617468436
1161	0.07617447073
1162	0.07617403219
1163	0.07617380975
1164	0.07617364643
1165	0.07617345211
1166	0.07617298762
1167	0.07617276099
1168	0.07617256144
1169	0.07617241314
1170	0.07617203398
1171	0.07617181434
1172	0.07617163474
1173	0.07617143542
1174	0.07617114984
1175	0.07617091498
1176	0.07617072316
1177	0.07617050595
1178	0.07617032797
1179	0.07617006447
1180	0.07616990328
1181	0.07616936533
1182	0.07616915583
1183	0.0761687677
1184	0.07616857201
1185	0.07616830748
1186	0.07616814711
1187	0.07616789951
1188	0.07616773034
1189	0.07616729083
1190	0.0761671112
1191	0.07616694123
1192	0.07616681175
1193	0.07616656334
1194	0.07616621093
1195	0.07616601043
1196	0.07616571227
1197	0.07616552839
1198	0.0761652207
1199	0.07616505633
